Violation Code,Violation Precinct,Registration State,Vehicle Make,Violation Time,Violation County,Vehicle Color
71,1,NY,CHRYS,0133P,NY,WH
24,1,NY,NISSA,1254P,NY,WH
70,1,NY,BUICK,1251P,NY,WH
71,1,NY,AUDI,1137A,NY,BK
71,1,NY,NISSA,1056A,NY,BK
71,1,NY,NISSA,1044A,NY,BL
71,52,NY,TOYOT,0504P,BX,GY
71,46,NY,ACURA,0408P,BX,WH
71,52,NY,GMC,0256P,BX,GY
14,46,NY,CADIL,0152P,BX,WH
40,46,NY,NISSA,0149P,BX,BK
40,46,FL,TOYOT,0144P,BX,SILVE
71,46,NY,FORD,1247P,BX,BK
71,52,NY,BMW,1155A,BX,BL
24,52,NY,HONDA,1139A,BX,GY
24,52,NY,DODGE,1134A,BX,BK
20,52,NY,TOYOT,1129A,BX,GY
71,107,NY,TOYOT,0533P,Q,BL
71,103,NY,FORD,0509P,Q,GR
71,107,NY,HYUND,0441P,Q,RD
71,107,NY,NISSA,0406P,Q,WH
71,107,NY,JEEP,0307P,Q,RD
71,107,NY,LINCO,0245P,Q,BK
71,105,NY,TOYOT,0208P,Q,GY
71,105,NY,ACURA,0200P,Q,GY
71,105,NY,HONDA,0155P,Q,BL
71,105,NY,NISSA,0150P,Q,BK
71,105,NY,CHRYS,0146P,Q,GY
70,105,NY,HONDA,0137P,Q,BK
71,105,NY,HYUND,0133P,Q,BK
71,105,NY,HONDA,0127P,Q,WH
71,105,NY,DODGE,0124P,Q,RD
71,105,NY,NISSA,0118P,Q,BK
71,105,NY,CHEVR,1255P,Q,WH
71,105,NY,INFIN,1252P,Q,GY
71,105,NY,JEEP,1245P,Q,GY
71,105,NY,HONDA,1229P,Q,GY
71,105,NY,FORD,1222P,Q,RD
71,105,NY,NISSA,1219P,Q,GY
71,105,NY,HONDA,1215P,Q,GY
70,105,NY,NISSA,1210P,Q,BL
71,84,NY,BMW,1125A,K,BLACK
71,84,NY,HONDA,1118A,K,GY
70,23,NY,JEEP,0101P,NY,BLACK
71,23,NY,HONDA,1215P,NY,GY
71,23,NY,HONDA,1203P,NY,GR
71,23,NY,FIAT,1125A,NY,BR
71,23,NY,JEEP,1102A,NY,BK
70,23,NY,NISSA,1100A,NY,WHITE
71,49,NY,CHRYS,0346P,BX,GY
71,49,NY,DODGE,1241P,BX,WH
70,49,NY,DODGE,1239P,BX,GY
46,43,NY,TOYOT,1136A,BX,GY
70,43,NY,FORD,1122A,BX,GY
71,26,NY,LEXUS,0410P,NY,GY
71,52,NY,HONDA,0411P,BX,BK
71,52,NY,HONDA,0332P,BX,WH
70,52,NY,LINCO,0259P,BX,WH
71,52,NY,CADIL,0151P,BX,WH
71,52,NY,NISSA,0148P,BX,BK
46,52,NY,HONDA,0141P,BX,GR
19,52,NY,LINCO,1153A,BX,GY
24,52,PA,CADIL,1134A,BX,WHITE
20,52,NY,NISSA,1129A,BX,BL
20,52,NJ,HONDA,1121A,BX,BLACK
71,24,NY,NISSA,0328P,NY,GY
71,33,NY,DODGE,0233P,NY,BL
71,33,NY,VOLKS,0216P,NY,RD
71,30,NY,ACURA,1220P,NY,BK
70,30,NY,JEEP,1204P,NY,GY
71,30,NY,TOYOT,1200P,NY,GY
71,30,NY,NISSA,1154A,NY,BK
71,70,NY,NISSA,0127P,K,GY
71,70,NY,HYUND,0123P,K,GY
71,70,NY,BMW,1217P,K,BL
70,70,NY,BMW,1216P,K,BL
71,70,NY,HONDA,1209P,K,BR
71,70,NY,BMW,1201P,K,BK
71,70,NY,INFIN,1149A,K,BK
71,70,NY,NISSA,1142A,K,GY
71,70,NY,HONDA,1138A,K,BK
70,70,NY,CHEVR,1120A,K,DKB
71,70,NY,CHEVR,1119A,K,DKB
71,70,NY,ACURA,1117A,K,GY
71,70,NY,PONTI,1101A,K,MR
71,63,NY,NISSA,0614P,K,GY
71,63,NY,MITSU,0606P,K,GY
14,63,NY,TOYOT,0554P,K,GY
71,63,NY,BMW,0431P,K,WH
71,63,NY,AUDI,0429P,K,WH
71,63,NY,TOYOT,0428P,K,WH
70,63,NY,TOYOT,0427P,K,WH
71,63,NY,TOYOT,0424P,K,GY
71,63,NY,PORSC,0418P,K,BL
71,63,NY,NISSA,0414P,K,GY
70,63,NY,VOLKS,0404P,K,BK
71,63,NY,NISSA,0356P,K,BK
71,63,NY,NISSA,0340P,K,BK
71,63,NY,TOYOT,0335P,K,GR
71,63,NY,SUBAR,0333P,K,GR
71,63,NY,LEXUS,0331P,K,WH
71,63,NY,TOYOT,0329P,K,LT/
71,63,NY,TOYOT,0326P,K,GY
71,63,NY,HYUND,0317P,K,GY
71,63,NY,TOYOT,0220P,K,BK
71,63,NY,TOYOT,0219P,K,BK
71,63,NY,CHRYS,0201P,K,RD
70,63,NY,CHRYS,0159P,K,RD
71,63,NY,FORD,0155P,K,YW
71,63,NY,LEXUS,0151P,K,WH
71,63,NY,HYUND,0146P,K,RD
71,63,NY,HONDA,0143P,K,GY
71,63,NY,ME/BE,0142P,K,BK
71,63,NY,CHEVR,0139P,K,
71,63,NY,NISSA,0109P,K,GY
71,63,NY,LEXUS,1259P,K,BK
71,63,NY,NISSA,1253P,K,BK
71,63,NY,FORD,1248P,K,WH
71,63,NY,SUZUK,1245P,K,BK
71,63,NY,ROVER,1238P,K,BK
71,63,NY,MINI,1236P,K,BK
71,63,NY,FORD,1231P,K,BL
71,63,NY,JEEP,1214P,K,GY
71,63,NY,HONDA,1211P,K,SILVE
71,63,NY,TOYOT,1208P,K,GY
71,63,NY,BMW,1206P,K,WH
71,63,NY,TOYOT,1204P,K,TN
71,63,NY,OLDSM,1201P,K,WH
71,63,NY,JEEP,1159A,K,GY
71,63,NY,BMW,1148A,K,GREEN
70,63,NY,BMW,1146A,K,GREEN
71,63,NY,ACURA,1145A,K,WH
71,63,NY,ME/BE,1144A,K,BK
71,63,NY,HONDA,1140A,K,WH
71,63,NY,BMW,1139A,K,WH
71,63,NY,DODGE,1136A,K,WH
71,63,NY,HONDA,1131A,K,GY
71,63,NY,HYUND,1127A,K,GY
71,63,NY,NISSA,1125A,K,BK
71,63,NY,CHEVR,1124A,K,GY
71,63,NY,VOLKS,1123A,K,WH
71,63,NY,MITSU,1120A,K,GY
71,63,NY,INFIN,1118A,K,WH
71,63,NY,BMW,1111A,K,WH
71,63,NY,FORD,1110A,K,YW
71,63,NY,GMC,1107A,K,WH
70,63,NY,DODGE,1106A,K,RD
71,63,NY,INFIN,1104A,K,BK
71,63,NY,HYUND,1101A,K,RD
40,63,NY,JEEP,1100A,K,BL
71,63,NY,HONDA,1058A,K,BK
46,63,NY,BMW,1056A,K,WH
71,63,NY,TOYOT,1052A,K,GY
71,63,NY,GMC,1048A,K,BL
70,63,NY,GMC,1047A,K,BL
71,63,NY,HONDA,1046A,K,GY
71,66,NY,CHEVR,0445P,K,BL
40,66,NY,TOYOT,0359P,K,GY
70,66,NY,LEXUS,0350P,K,GY
40,66,NY,HONDA,0341P,K,GY
71,66,NY,HONDA,0226P,K,BLACK
71,61,NY,FORD,0100P,K,BK
70,61,NY,TOYOT,1253P,K,BK
71,61,NY,NISSA,1247P,K,WH
70,61,NY,INFIN,1239P,K,BK
71,61,NY,CHRYS,1238P,K,GY
71,61,NY,TOYOT,1207P,K,BK
71,61,NY,NISSA,1204P,K,GY
71,61,NY,HONDA,1203P,K,GY
71,61,NY,CHRYS,1200P,K,BL
71,61,NY,BMW,1156A,K,BLACK
14,61,NY,FRUEH,1133A,K,WH
20,61,NY,TOYOT,1119A,K,BK
71,61,NY,NISSA,1112A,K,GY
71,61,NY,ME/BE,1055A,K,WH
70,14,NY,BMW,0614P,NY,GY
71,14,NY,BMW,0523P,NY,WH
71,14,NY,GMC,0516P,NY,BK
14,70,NY,HONDA,0608P,K,GY
14,70,NY,NISSA,0520P,K,WH
71,61,NY,ME/BE,0346P,K,GY
71,70,NY,FORD,0325P,K,WH
71,70,NY,LINCO,0301P,K,BK
71,70,NY,LEXUS,0300P,K,GY
74,70,NY,ME/BE,0257P,K,GY
71,70,NY,ME/BE,0256P,K,GY
71,66,NY,TOYOT,0229P,K,GY
14,23,NY,TOYOT,0416P,NY,WH
71,25,NY,TOYOT,0348P,NY,GY
71,28,NY,HONDA,0334P,NY,GY
70,28,NY,AUDI,0328P,NY,GY
71,28,NY,HONDA,0327P,NY,GY
74,25,NY,HYUND,0318P,NY,BL
71,25,NY,HYUND,0317P,NY,BL
71,28,NY,CHEVR,0309P,NY,BK
40,23,PA,FORD,0154P,NY,GREY
71,25,NY,CHEVR,0131P,NY,MR
71,25,NY,NISSA,0118P,NY,BK
71,46,NY,DODGE,0157P,BX,BL
74,46,NY,HYUND,0126P,BX,GR
70,46,NY,HYUND,0125P,BX,GR
71,46,NY,MERCU,1236P,BX,GY
71,46,NY,HONDA,1220P,BX,RD
71,46,NY,FORD,1212P,BX,TN
71,46,NY,HYUND,1205P,BX,GY
40,46,NY,NISSA,1149A,BX,GY
20,19,NY,BMW,0225P,NY,WH
20,19,NY,LEXUS,0212P,NY,BK
40,19,NJ,ROVER,0206P,NY,BLUE
71,19,NY,NISSA,0149P,NY,GY
70,19,NY,HONDA,1256P,NY,GY
71,19,NY,CHEVR,1123A,NY,BK
71,19,NY,CHEVR,1120A,NY,BL
71,19,NY,SUBAR,1118A,NY,GY
71,25,NY,KIA,0109P,NY,MR
71,25,NY,TOYOT,1259P,NY,GY
14,23,NY,CHEVR,1227P,NY,GY
71,23,NY,ME/BE,1219P,NY,WH
17,23,NY,INFIN,1216P,NY,WH
71,23,NY,HYUND,1210P,NY,BL
71,23,NY,HYUND,1157A,NY,BL
14,23,NY,HYUND,1147A,NY,GY
10,23,NJ,NISSA,1143A,NY,GREY
14,19,NY,ME/BE,1130A,NY,GY
71,19,NY,ME/BE,1115A,NY,BK
71,19,NY,DODGE,1102A,NY,GY
40,1,NY,DODGE,0414P,NY,GY
14,1,NY,BMW,0332P,NY,GREY
70,1,NY,NISSA,1255P,NY,GY
40,1,FL,HYUND,1153A,NY,RED
17,1,NY,HONDA,1032A,NY,SILVE
14,18,NY,TOYOT,0232P,NY,BK
17,18,NY,HONDA,0228P,NY,RD
14,18,NY,NISSA,0124P,NY,SILVE
71,18,NY,SMART,1114A,NY,WH
40,66,NY,TOYOT,0214P,K,GY
70,66,NY,CHEVR,0210P,K,BK
20,66,NY,CHRYS,0205P,K,GY
71,66,NY,NISSA,0157P,K,GY
71,66,NY,VOLVO,0119P,K,BL
40,66,NY,HONDA,0113P,K,GY
71,66,NY,NISSA,1244P,K,BK
20,66,NY,TOYOT,1233P,K,BK
71,66,NY,TOYOT,1148A,K,GY
40,66,NY,VOLKS,1138A,K,WH
20,66,NY,INFIN,0539P,K,GY
40,66,NY,CHEVR,0445P,K,BL
71,66,NY,HONDA,0350P,K,GY
71,66,NY,JEEP,0343P,K,WH
71,66,NY,CHEVR,0332P,K,WH
70,66,NY,NISSA,0227P,K,BL
20,66,NY,TOYOT,0120P,K,BK
70,66,NY,TOYOT,0107P,K,GY
71,66,NY,SUBAR,0101P,K,BL
71,66,NY,FORD,1258P,K,GY
20,66,NY,TOYOT,1249P,K,WH
46,66,NY,HONDA,1246P,K,BL
20,66,NY,NISSA,1233P,K,GY
71,66,NY,FORD,1153A,K,WH
40,66,NY,JEEP,1141A,K,BK
71,66,NY,LINCO,1125A,K,BK
71,66,NY,HONDA,1122A,K,BK
71,70,NY,DODGE,0521P,K,WH
71,61,NY,LEXUS,0451P,K,WH
20,61,NY,JEEP,0335P,K,BLACK
71,60,NY,FORD,0116P,K,WH
71,43,NY,BMW,1210P,BX,BK
71,43,NY,NISSA,1207P,BX,BK
50,43,PA,BMW,1203P,BX,BLUE
40,43,NY,NISSA,1200P,BX,OTHER
70,43,NY,HONDA,1127A,BX,BLACK
71,52,NY,JEEP,0514P,BX,WH
71,46,NY,HONDA,0345P,BX,GL
71,46,NY,DODGE,0201P,BX,BK
71,46,NY,ME/BE,0155P,BX,BK
70,48,NY,TOYOT,1220P,BX,GY
71,48,NY,NISSA,1217P,BX,WH
71,48,NY,HYUND,1215P,BX,BK
70,48,NY,CHEVR,1209P,BX,GY
71,48,NY,CHEVR,1204P,BX,BK
71,48,NY,NISSA,1154A,BX,BK
40,48,NY,NISSA,1147A,BX,GY
70,48,NY,NISSA,1136A,BX,BLACK
71,48,NY,FORD,1122A,BX,BK
70,48,NY,HONDA,1116A,BX,BL
14,18,NY,TOYOT,0416P,NY,BL
20,18,TX,NISSA,0251P,NY,GREY
20,14,TX,DODGE,0145P,NY,GREY
40,10,NJ,NISSA,1218P,NY,OTHER
19,10,PA,HONDA,1156A,NY,WHITE
20,10,NY,HONDA,1132A,NY,GREY
14,18,NJ,MERCU,0417P,NY,TAN
71,14,NY,NISSA,0241P,NY,WH
14,14,NY,CHEVR,1232P,NY,RD
14,14,NY,ME/BE,1230P,NY,BL
71,10,NY,SUBAR,0433P,NY,BK
71,10,NY,HONDA,0427P,NY,GY
71,10,NY,VOLKS,0157P,NY,WH
20,13,NY,LEXUS,0132P,NY,BK
71,13,NY,CHEVR,1205P,NY,GY
70,13,NY,CHEVR,1203P,NY,GY
7,0,NY,JEEP,0420P,BK,WH
7,0,PA,ME/BE,1159P,BX,
7,0,PA,BMW,1156P,BK,
7,0,NY,NISSA,1155P,BK,GY
7,0,NY,HONDA,1149P,BK,BK
7,0,NY,TOYOT,1147P,BK,WH
7,0,NY,HONDA,1146P,QN,BK
7,0,NY,HONDA,1142P,BX,GY
7,0,NY,NISSA,1138P,BK,BK
7,0,NY,TOYOT,1130P,ST,RD
7,0,NY,ME/BE,1128P,QN,BK
7,0,NY,LEXUS,1122P,BX,TN
7,0,NY,LEXUS,1122P,BK,WH
7,0,NY,TOYOT,1117P,BX,WH
7,0,NY,ME/BE,1115P,BK,BK
7,0,NY,HYUND,1111P,BX,BK
7,0,NY,NISSA,1109P,BK,WH
7,0,NY,HYUND,1101P,BX,BK
7,0,PA,LEXUS,1045P,BX,
7,0,NY,HONDA,1044P,QN,GR
7,0,NJ,TOYOT,1036P,BK,SL
7,0,NY,NISSA,1036P,BK,GY
7,0,NJ,FORD,1031P,BK,BK
7,0,CT,CADIL,1029P,MN,BLK
7,0,PA,MAZDA,1027P,QN,
7,0,NY,TOYOT,1027P,BK,GY
7,0,NY,TOYOT,1026P,BX,RD
7,0,NY,AUDI,1021P,MN,WH
7,0,NY,ME/BE,1021P,QN,GY
7,0,PA,TOYOT,1019P,BK,
7,0,NY,TOYOT,1015P,ST,BK
7,0,NY,BMW,1013P,MN,BL
7,0,NY,TOYOT,1006P,QN,BK
7,0,NY,JEEP,1000P,MN,BK
7,0,PA,BMW,1000P,BK,
7,0,NY,NISSA,0957P,QN,BK
7,0,NY,TOYOT,0956P,QN,BK
7,0,NY,CADIL,0947P,QN,BK
7,0,NY,NISSA,0936P,ST,GY
7,0,NY,NISSA,0935P,BK,GY
7,0,NY,HONDA,0933P,QN,BK
7,0,NY,BUICK,0930P,QN,GY
7,0,NY,ACURA,0925P,BK,BK
7,0,NY,NISSA,0922P,QN,GY
7,0,NY,HONDA,0921P,BK,BL
7,0,NY,VOLKS,0919P,MN,GY
7,0,NY,CHEVR,0916P,BK,WH
7,0,NY,CHEVR,0916P,QN,BK
7,0,NY,SUBAR,0915P,BK,BK
7,0,NY,LEXUS,0911P,BK,WH
7,0,NJ,TOYOT,0904P,MN,BK
7,0,PA,NISSA,0855P,BK,
7,0,NY,HYUND,0853P,MN,WH
7,0,NY,LEXUS,0845P,BK,BK
71,30,NY,ACURA,1136A,NY,BK
71,24,NY,SUBAR,1059A,NY,BL
20,19,PA,NISSA,0222P,NY,SILVE
71,19,NY,ME/BE,1254P,NY,BK
71,19,NY,AUDI,1131A,NY,GY
71,19,NY,NISSA,1123A,NY,WH
70,19,NY,NISSA,1106A,NY,GY
71,19,NY,BMW,1103A,NY,BK
71,19,NY,MAZDA,1056A,NY,GY
46,103,NJ,JEEP,0605P,Q,RED
46,102,NY,BMW,0537P,Q,WH
71,106,NY,HONDA,0457P,Q,GR
71,106,NY,HONDA,0421P,Q,GR
71,106,NY,JEEP,0326P,Q,BK
71,106,NY,FORD,0319P,Q,BK
71,106,NY,ME/BE,0210P,Q,BK
71,102,NY,TOYOT,0128P,Q,DKG
50,102,NY,HONDA,1254P,Q,BL
71,102,NY,HONDA,1253P,Q,BL
71,102,NY,HONDA,1250P,Q,BK
40,102,NY,HYUND,1240P,Q,RD
71,102,NY,CHEVR,1206P,Q,GY
40,102,NY,HONDA,1123A,Q,RD
71,102,NY,BUICK,1116A,Q,TN
40,102,NY,BUICK,1114A,Q,TN
71,66,NY,LEXUS,0436P,K,BK
46,66,NY,HONDA,0425P,K,BK
71,66,NY,NISSA,0419P,K,BK
20,66,NY,LINCO,0352P,K,BK
71,66,NY,GMC,0215P,K,MR
70,66,NY,MAZDA,0126P,K,GY
71,66,NY,MAZDA,0125P,K,GY
71,66,NY,CHRYS,0116P,K,BK
20,66,NY,CHEVR,0105P,K,GY
71,66,NY,FORD,1242P,K,BK
71,66,NY,TOYOT,1235P,K,BK
70,66,NY,HONDA,1222P,K,GY
71,66,NY,CHRYS,1156A,K,BL
71,66,NY,HONDA,1142A,K,GR
70,66,NY,NISSA,1141A,K,WH
71,66,NY,CHEVR,1129A,K,GY
70,66,NY,CHEVR,1127A,K,GY
71,70,NY,HONDA,0449P,K,RD
71,70,NY,HONDA,0437P,K,WH
71,70,NY,LEXUS,0432P,K,BK
71,70,NY,TOYOT,0328P,K,GY
71,70,NY,TOYOT,0323P,K,WH
71,70,NY,FORD,0318P,K,BL
71,70,NY,HONDA,0134P,K,RD
71,70,NY,CHEVR,0131P,K,GY
7,0,NY,JEEP,0843P,ST,GY
7,0,NY,NISSA,0841P,QN,WH
7,0,NY,INFIN,0840P,BX,GY
7,0,NY,HONDA,0837P,BX,GY
7,0,NY,HONDA,0836P,BX,GY
7,0,NY,DODGE,0835P,BX,BK
7,0,PA,HONDA,0830P,QN,
7,0,NY,ME/BE,0829P,QN,WH
7,0,NY,ME/BE,0828P,BK,BK
7,0,NJ,PORSC,0822P,QN,GY
7,0,NY,NISSA,0820P,BK,GY
7,0,PA,MITSU,0818P,BX,
7,0,NJ,HONDA,0817P,MN,GRY
7,0,NY,SATUR,0816P,QN,RD
7,0,NY,CHEVR,0811P,BK,BL
7,0,NY,DODGE,0805P,BK,BL
7,0,NY,NISSA,0804P,QN,GY
7,0,PA,NISSA,0803P,QN,
7,0,NY,LEXUS,0803P,QN,WH
7,0,NY,LEXUS,0802P,QN,BK
7,0,PA,INFIN,0759P,QN,
7,0,NY,BMW,0715P,ST,BK
7,0,NY,HYUND,0755P,BK,WH
7,0,NY,NISSA,0751P,BK,BK
7,0,NY,LINCO,0744P,BK,BK
7,0,NY,HYUND,0742P,BX,BK
7,0,NY,JEEP,0741P,QN,MR
7,0,NY,LEXUS,0740P,QN,WH
7,0,NY,HYUND,0733P,QN,BK
7,0,NY,HONDA,0733P,QN,GY
7,0,NY,BUICK,0705P,BX,WH
7,0,NY,HONDA,0703P,QN,MR
7,0,NY,NISSA,0701P,QN,WH
7,0,NY,FORD,0659P,BK,WH
7,0,NJ,TOYOT,0658P,BK,WT
7,0,NY,CHEVR,0643P,BK,BL
7,0,NY,VOLKS,0643P,BX,BK
7,0,NY,INFIN,0642P,BK,BK
7,0,NY,HONDA,0641P,BX,GY
7,0,PA,NISSA,0641P,BX,
7,0,NY,HONDA,0641P,BK,WH
7,0,NY,CHEVR,0640P,BK,WH
7,0,NY,FORD,0637P,MN,GY
7,0,PA,MITSU,0637P,BX,
7,0,NY,FORD,0631P,QN,WH
7,0,NY,TOYOT,0628P,QN,BK
7,0,NY,HONDA,0621P,BK,GY
7,0,NY,KIA,0621P,BX,GY
7,0,NY,FORD,0620P,ST,BK
7,0,NY,TOYOT,0619P,BK,BK
7,0,NY,TOYOT,0618P,BK,GY
7,0,NY,TOYOT,0615P,BX,BK
7,0,NY,ME/BE,0614P,ST,BK
7,0,NY,JEEP,0614P,QN,RD
7,0,NY,NISSA,0613P,BK,BL
7,0,NY,LEXUS,0612P,QN,BL
7,0,NY,AUDI,0609P,BK,GY
7,0,NY,NISSA,0608P,QN,GY
7,0,NY,ME/BE,0605P,QN,BK
7,0,NY,TOYOT,0603P,BK,GY
7,0,NY,DODGE,0557P,QN,RD
7,0,NY,BMW,0553P,BK,BK
7,0,NY,ME/BE,0552P,BK,WH
7,0,NY,SAAB,0549P,BX,BK
7,0,NY,TOYOT,0547P,QN,BK
7,0,NY,NISSA,0547P,QN,BL
7,0,NY,HYUND,0545P,BK,GY
7,0,NY,NISSA,0545P,BK,GY
7,0,NY,FORD,0543P,QN,WH
7,0,NY,TOYOT,0543P,BK,GY
7,0,NY,CHEVR,0541P,BK,GY
7,0,NY,MITSU,0541P,QN,BK
7,0,NY,ME/BE,0541P,BK,BL
7,0,NY,VOLKS,0539P,ST,WH
7,0,NY,PONTI,0538P,,BK
7,0,NY,TOYOT,0537P,BK,BL
7,0,NY,ACURA,0537P,BX,GY
7,0,NY,HYUND,0536P,QN,BK
7,0,NY,ME/BE,0534P,QN,GR
7,0,NY,JEEP,0534P,QN,TN
7,0,NY,HONDA,0529P,BX,WH
7,0,NY,ME/BE,0527P,QN,WH
7,0,NY,GEO,0525P,BK,GR
7,0,NY,HONDA,0524P,BK,BK
7,0,NY,TOYOT,0524P,ST,BL
7,0,NY,HONDA,0522P,QN,GY
7,0,NY,LEXUS,0521P,BX,BK
7,0,NY,HONDA,0518P,BX,GY
7,0,NY,CHRYS,0516P,BK,RD
7,0,NY,AUDI,0512P,BK,GY
7,0,NY,HONDA,0508P,QN,WH
7,0,NY,TOYOT,0508P,BK,RD
7,0,NY,BMW,0508P,QN,WH
7,0,NY,JEEP,0507P,ST,BK
7,0,FL,AUDI,0507P,BK,WHI
7,0,NY,CHEVR,0506P,BK,BK
7,0,NY,NISSA,0506P,ST,GY
7,0,NY,HONDA,0504P,QN,WH
7,0,NY,ME/BE,0502P,BK,GY
7,0,VA,BMW,0458P,QN,BLK
7,0,NY,TOYOT,0455P,BK,GY
7,0,NY,BMW,0454P,BX,RD
7,0,NY,JEEP,0451P,QN,GR
7,0,NY,ME/BE,0450P,QN,BL
7,0,NY,NISSA,0447P,BK,WH
7,0,NY,CHEVR,0444P,BK,GY
7,0,NY,AUDI,0443P,BX,TN
7,0,NY,HONDA,0441P,QN,WH
7,0,NY,CHEVR,0435P,BK,GY
7,0,NJ,ROVER,0431P,BK,BL
7,0,NY,ME/BE,0430P,QN,GY
7,0,NY,TOYOT,0430P,BK,BK
7,0,NY,LEXUS,0429P,BK,BK
7,0,PA,CHEVR,0429P,BK,
7,0,PA,KIA,0426P,BK,
7,0,NY,HONDA,0421P,BX,BR
7,0,NY,TOYOT,0421P,ST,GY
71,60,NY,DODGE,0107P,K,RD
71,60,NY,NISSA,1244P,K,BK
40,60,NY,PORSC,1240P,K,BR
14,60,NJ,ME/BE,1232P,K,SILVE
71,60,NY,TOYOT,1221P,K,GY
71,60,NY,FORD,1209P,K,GY
16,84,NY,INFIN,0542P,K,BK
16,84,NY,NISSA,0434P,K,GY
20,84,NJ,FORD,0210P,K,BLUE
16,84,NY,NISSA,0151P,K,GY
16,84,NY,KIA,0149P,K,GY
20,84,NY,BMW,1208P,K,BK
70,84,NY,JEEP,1108A,K,WHITE
70,84,NY,HONDA,1105A,K,BK
71,84,NY,LINCO,1101A,K,WH
71,90,NY,TOYOT,0605P,K,GY
71,90,NY,FORD,0527P,K,WH
70,90,NY,JEEP,0400P,K,BK
71,90,NY,TOYOT,0320P,K,WH
71,90,NY,NISSA,0319P,K,BK
71,90,NY,SMART,0306P,K,WH
71,90,NY,JEEP,0215P,K,GY
71,90,NY,BUICK,0130P,K,GY
19,90,NY,HONDA,1245P,K,GY
40,94,NY,HYUND,1203P,K,GY
71,94,NY,HONDA,1156A,K,BR
70,94,NY,TOYOT,1140A,K,GY
71,43,NY,FORD,0415P,BX,BR
40,43,NY,HONDA,0314P,BX,GY
7,0,NY,DODGE,0418P,BK,BK
7,0,NY,FORD,0417P,QN,RD
7,0,NY,VOLKS,0417P,BK,BL
7,0,NY,LEXUS,0406P,BK,BK
7,0,NY,FORD,0406P,MN,BK
7,0,NY,BMW,0406P,MN,WH
7,0,NY,MITSU,0404P,BK,BK
7,0,NY,LEXUS,0404P,BK,WH
7,0,MD,HONDA,0403P,QN,
7,0,NY,CHRYS,0400P,ST,GY
7,0,NY,NISSA,0359P,BK,WH
7,0,NY,JEEP,0359P,BX,BK
7,0,NY,TOYOT,0357P,BK,BK
7,0,PA,MAZDA,0353P,ST,
7,0,NJ,LEXUS,0352P,MN,WT
7,0,NY,HYUND,0348P,QN,RD
7,0,NY,LEXUS,0346P,BK,WH
7,0,NY,INFIN,0346P,QN,GY
7,0,NY,NISSA,0345P,QN,BR
7,0,NY,INFIN,0344P,QN,BK
7,0,NY,FORD,0344P,BK,GY
7,0,NY,HONDA,0343P,MN,GY
7,0,NY,TOYOT,0341P,BK,WH
7,0,NY,VOLVO,0339P,BX,BK
7,0,NY,SUBAR,0339P,QN,BL
7,0,NY,MERCU,0339P,BK,TN
7,0,NY,JEEP,0334P,ST,BK
7,0,NJ,CHEVR,0331P,QN,WH.
7,0,NY,ME/BE,0322P,QN,BK
7,0,NY,VOLKS,0331P,BK,YW
7,0,NY,TOYOT,0330P,QN,RD
7,0,NY,BUICK,0310A,BK,WH
7,0,NY,INFIN,0303A,QN,GY
7,0,NY,INFIN,0258A,BK,LTGY
7,0,NY,HONDA,0249A,BK,GY
7,0,NY,HONDA,0247A,QN,GR
7,0,NY,HONDA,0246A,BK,RD
7,0,NY,BMW,0243A,BX,BK
7,0,NY,TOYOT,0234A,BX,BK
7,0,NY,CHEVR,0233A,QN,BL
7,0,NY,BMW,0232A,ST,BK
7,0,NY,ME/BE,0230A,MN,BK
7,0,NY,ME/BE,0227A,ST,BK
7,0,NY,NISSA,0225A,BK,RD
7,0,NY,DODGE,0218A,BX,GL
7,0,NJ,FORD,0217A,BK,WT
7,0,NY,NISSA,0216A,BK,TN
7,0,NY,TOYOT,0211A,MN,BL
7,0,NJ,BMW,0159A,BK,WT
7,0,NJ,HONDA,0154A,ST,GY
7,0,NY,ME/BE,0140A,BK,WH
7,0,NY,MITSU,0136A,BK,BK
7,0,NY,NISSA,0136A,BK,GY
7,0,NY,BMW,0132A,BX,BK
7,0,NY,VOLKS,0129A,BX,GY
7,0,NY,NISSA,0126A,BK,BK
7,0,NJ,TOYOT,0125A,BK,GY
7,0,NY,ROVER,0122A,QN,WH
7,0,NY,ME/BE,0118A,QN,BK
7,0,NJ,JEEP,0118A,BK,GY
7,0,NY,NISSA,0115A,BK,WH
7,0,NY,ROVER,0113A,BK,BK
7,0,PA,FORD,0113A,BK,
7,0,NY,JEEP,0105A,QN,GY
7,0,NY,BMW,0103A,BK,BK
7,0,NY,VOLKS,0101A,BX,BK
7,0,NY,NISSA,0101A,BX,GY
7,0,NY,LINCO,1258A,BX,BK
7,0,NY,HYUND,1257A,BK,GY
7,0,NY,HONDA,1255A,BX,BR
7,0,NY,CHEVR,1254A,BX,GY
7,0,NY,AUDI,1249A,BK,GY
7,0,NY,NISSA,1245A,QN,RD
7,0,NY,ACURA,1243A,BK,WH
7,0,NY,SUBAR,1236A,BK,WH
7,0,NY,GMC,1231A,QN,WH
7,0,FL,NISSA,1230A,BK,BLK
7,0,NY,VOLKS,1226A,ST,BL
7,0,NY,HONDA,1226A,BK,GY
7,0,NY,LINCO,1205A,QN,GY
7,0,NY,VOLKS,1202A,ST,BK
46,34,NY,TOYOT,0227A,,.IN
46,34,PA,BMW,0336A,NY,WHITE
