Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Violation Time,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Law Section,Sub Division,Vehicle Color,Vehicle Year
1435385135,50834MG,NY,COM,01/01/2018,78,TRUC,INTER,20180204,47,47,47,959932,47,0920P,BX,F,3938,BAYCHESTER AVE,408,F2,YELLO,1993
1435384702,AES7144,VA,PAS,01/01/2018,40,SUBN,BMW,20180228,47,47,47,961441,47,0925P,BX,O,3532,HARPER AVENUE,408,F1,GY,0
1435384507,ASW2219,NY,PAS,01/01/2018,46,SUBN,TOYOT,20191024,47,47,47,962885,47,0931P,BX,F,3338,BRONX PARK EAST,408,E3,GY,2017
1435384477,CAYH583,ON,PAS,01/01/2018,14,SUBN,LINCO,0,47,47,47,959206,47,0230P,,O,3931,MULVEY AVE,408,J6,BLACK,0
1435384295,ENB6340,NY,PAS,01/01/2018,71,SUBN,MAZDA,20190328,47,47,47,959206,47,0250P,BX,F,3964,SETON AVE,408,J6,BLUE,2006
1435384283,EYF4112,NY,PAS,01/01/2018,71,SUBN,JEEP,20180415,47,47,47,948267,47,0323P,,F,3633,MAROLLA PL,408,E3,TAN,0
1435381713,VPS7590,VA,PAS,01/01/2018,51,SDN,CHEVR,0,40,40,40,957080,40,0901A,BX,O,500,EXTERIOR ST,408,C,BK,0
1435381555,T680592C,NY,PAS,01/01/2018,14,SDN,TOYOT,20181031,40,40,40,963552,40,0222A,BX,F,671,PROSPECT AVE,408,C,BLK,2016
1435381520,6VP264,MA,PAS,01/01/2018,46,SDN,NISSA,20190430,40,40,40,963552,40,0112A,BX,F,671,PROSPECT AVE,408,E2,WH,2013
1434669531,X69FTR,NJ,PAS,01/01/2018,20,SDN,BMW,20180101,30,30,30,937624,30,0439A,NY,F,,WEST 151 STREET,408,J7,,0
1434669440,DRH8778,MI,PAS,01/01/2018,40,SUBN,TOYOT,0,30,30,30,962558,30,0948A,NY,F,335,EDGECOMBE AVE,408,F1,WH,2004
1433966062,91865MB,NY,COM,01/01/2018,85,VAN,CHEVR,20180222,94,94,94,924452,94,0946A,K,F,387,VANDERVOORT AVE,408,K5,WH,2004
1433965999,88118MK,NY,COM,01/01/2018,85,UTIL,HIN,20180930,94,94,94,924452,94,0923A,K,O,367,VANDERVOORT AVE,408,F2,WH,2010
1433964739,5ARBN6,CT,PAS,01/01/2018,19,SUBN,JEEP,0,94,94,94,940330,94,0701A,K,F,1108,MANHATTAN AVE,408,C3,RD,0
1436510272,X26JAY,NJ,PAS,01/01/2018,46,SDN,LEXUS,0,34,34,34,959138,34,0225A,NY,F,225,BENNETT AVE,408,F1,SILVE,0
1436510260,X72FZU,NJ,PAS,01/01/2018,46,SUBN,BMW,0,34,34,34,959138,34,0334A,NY,,,W 192 ST,408,F1,WHITE,0
1435679180,P576656,IL,PAS,01/01/2018,79,BUS,MCIN,20180223,1,1,401,949860,401,0527P,NY,O,21,BATTERY PLACE,408,P1,WHT,2006
1435347250,27477CG,MD,PAS,01/01/2018,98,SUBN,HONDA,0,72,72,72,939069,72,0400P,K,F,756,52 ST,408,C,GY,0
1435344935,VJD7641,VA,PAS,01/01/2018,98,SDN,HONDA,0,72,72,72,960093,72,0125P,K,F,416,60 STREET,408,C3,BL,0
1434663310,A60DNX,NJ,PAS,01/01/2018,40,SDN,ME/BE,0,32,32,32,960247,32,0808A,NY,F,131,W 143,408,F1,WH,0
1434377337,DRC3425,NY,PAS,01/01/2018,98,SDN,HYUND,20180530,120,120,120,957040,120,1005A,R,F,110,BELMONT PL,408,D,GY,2013
1434366686,ETA9427,NY,PAS,01/01/2018,46,VAN,FORD,20190528,122,122,122,943434,122,1030P,R,F,104,WINFIELD ST,408,E4,WH,2011
1434364550,76330MK,NY,COM,01/01/2018,78,VAN,FORD,20190731,122,122,122,929117,122,1050P,R,O,146,CORTEYOU AVE,408,K6,WH,2004
1434364483,43488MK,NY,COM,01/01/2018,78,VAN,FORD,20180430,122,122,122,929117,122,1050P,R,O,138,CORTELYOU AVE,408,C,WH,2006
1436503966,ATF3654,NY,COM,01/01/2018,40,,LINCO,20180831,33,33,33,954617,33,0140A,,F,469,WEST 164 STREET,408,E2,,0
1435678151,AP780P,NJ,PAS,01/01/2018,79,BUS,MCI,20180331,17,17,401,952034,401,0352P,NY,O,,N/S E 41 ST,408,C3,WHITE,2003
1435253772,T736840C,NY,OMT,01/01/2018,98,SDN,TOYOT,20180331,62,62,62,963779,62,0505P,K,F,1971,BAY RIDGE PKWY,408,E2,BK,2010
1435253735,CWE3545,NY,PAS,01/01/2018,98,SDN,TOYOT,20180527,62,62,62,951342,62,0310A,K,F,1758,WEST 2ND AVE,408,E2,,0
1435253565,6PA947,MA,PAS,01/01/2018,98,SDN,CADIL,20190731,62,62,62,960832,62,1100P,K,F,69,BAY 35 ST,408,E2,BK,2018
1435253516,T736216C,NY,OMT,01/01/2018,40,VAN,HONDA,20180228,62,62,62,947843,62,0900P,K,F,1824,W 6 ST,408,K6,GRAY,2010
1435253504,88883MC,NY,COM,01/01/2018,78,SUBN,FORD,20190430,62,62,62,947843,62,1042P,K,F,2150,71 STREET,408,E2,WHT,2013
1435253486,DSV5807,99,PAS,01/01/2018,40,SDN,NISSA,20180727,62,62,62,947843,62,1112P,K,F,8684,16 AVE,408,F2,BLK,2015
1435251854,FMC9393,NY,PAS,01/01/2018,98,SDN,BMW,20190614,62,62,62,945438,62,0125P,K,F,2218,78 STREET,408,F2,BLU,2017
1435251842,FRY2682,NY,PAS,01/01/2018,98,SDN,TOYOT,20190921,62,62,62,945438,62,1244P,K,F,166,BAY 41 STREET,408,F2,GY,2009
1433927007,NYFLY,NY,PAS,01/01/2018,98,SDN,LEXUS,20181012,63,63,63,963811,63,1135P,K,F,1220,E 49TH ST,408,C3,RED,2006
1433926842,3044329,PA,PAS,01/01/2018,40,SUBN,HONDA,0,63,63,63,958973,63,0247A,K,F,984,E 31 ST,408,F1,BLACK,0
1436707055,FXZ6355,NY,PAS,01/01/2018,19,SUBN,JEEP,20180326,114,114,114,945117,114,1223A,,F,20-05,STEINWAY ST,408,D,BLK,2017
1436500734,32738JZ,NY,COM,01/01/2018,46,DELV,,0,33,33,33,960432,33,0527P,NY,F,1089,SAINT NICHOLAS AVE,408,F7,,0
1435336124,ESX1017,NY,PAS,01/01/2018,98,SDN,HONDA,20190612,71,71,71,955916,71,0633A,,F,1705,PRESIDENT STREET,408,J3,BLUE,2009
5100097115,7B70A,NY,OMT,01/01/2018,7,TAXI,NISSA,0,,0,0,0,,1259P,QN,,,QUEENS BLVD (W/B) @,1111,D,YW,2016
5100097103,T715028C,NY,OMT,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,1256P,BK,,,EASTERN PKWY (W/B) @,1111,D,BK,2015
5100097097,T707194C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,1253P,BK,,,HAMILTON AVE (N/B) @,1111,D,GY,2013
5100097048,AXK5322,NY,PAS,01/01/2018,7,SUBN,CHRYS,0,,0,0,0,,1246P,BK,,,OCEAN PKWY (N/B) @ A,1111,D,BK,2017
5100097024,T752574C,NY,OMT,01/01/2018,7,SUBN,HONDA,0,,0,0,0,,1243P,BX,,,CROSS BRONX EXPWY (W,1111,D,BL,2017
5100097000,T50FBX,NJ,PAS,01/01/2018,7,4 DR,TOYOT,0,,0,0,0,,1242P,BK,,,OCEAN PKWY (N/B) @ A,1111,D,RD,2015
5100096998,AJ88162,CT,PAS,01/01/2018,7,4H,FORD,0,,0,0,0,,1242P,QN,,,NORTHERN BLVD (E/B),1111,D,TAN,2016
5100096986,4CW9936,MD,PAS,01/01/2018,7,4S,TOYOT,0,,0,0,0,,1241P,BK,,,TILLARY ST (E/B) @ F,1111,D,,2013
5100096974,EBC3241,NY,PAS,01/01/2018,7,SUBN,HONDA,0,,0,0,0,,1240P,QN,,,HORACE HARDING EXPWY,1111,D,WH,2007
5100096962,FCJ3249,NY,PAS,01/01/2018,7,4DSD,LEXUS,0,,0,0,0,,1240P,QN,,,QUEENS BLVD (W/B) @,1111,D,GY,2016
5100096937,DRB7587,NY,PAS,01/01/2018,7,SUBN,JEEP,0,,0,0,0,,1233P,BK,,,LINDEN BLVD (W/B) @,1111,D,BK,2015
5100096925,BYG2938,NY,PAS,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,1233P,BX,,,WHITE PLAINS RD (S/B,1111,D,RD,2017
5100096913,T458297C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,1231P,BK,,,HAMILTON AVE (N/B) @,1111,D,DKGR,2013
5100096901,T731065C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1231P,QN,,,EB GRAND CENTRAL PKW,1111,D,GY,2016
5100096883,T748758C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1227P,MN,,,5TH AVE (S/B) @ 40TH,1111,D,BK,2015
5100096871,5L42C,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,1225P,MN,,,WEST ST (S/B) @ 14TH,1111,D,YW,2014
5100096860,FHM2159,NY,PAS,01/01/2018,7,SUBN,ME/BE,0,,0,0,0,,1225P,QN,,,QUEENS BLVD (E/B) @,1111,D,GY,2008
5100096846,3M95B,NY,OMT,01/01/2018,7,TAXI,NISSA,0,,0,0,0,,1223P,MN,,,WEST ST (S/B) @ 14TH,1111,D,YW,2014
5100096822,T724815C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1222P,BK,,,HOWARD AVE (N/B) @ E,1111,D,BK,2017
5100096792,OHBABIE,PA,PAS,01/01/2018,7,SDN,HONDA,0,,0,0,0,,1221P,ST,,,ARTHUR KILL RD (W/B),1111,D,,2013
5100096779,Z94FDG,NJ,PAS,01/01/2018,7,WAGO,TOYOT,0,,0,0,0,,1220P,BK,,,OCEAN PKWY (N/B) @ A,1111,D,GY,2015
5100096743,T717350C,NY,OMT,01/01/2018,7,4DSD,CADIL,0,,0,0,0,,1218P,BK,,,HOWARD AVE (N/B) @ E,1111,D,BK,2016
5100096731,CGH8500,NY,PAS,01/01/2018,7,SUBN,FORD,0,,0,0,0,,1218P,QN,,,HOYT AVE (S/B) @ 31S,1111,D,BK,2013
5100096690,T686633C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1215P,BX,,,BRUCKNER BLVD (E/B),1111,D,BK,2016
5100096664,FGY8049,NY,PAS,01/01/2018,7,4DSD,JAGUA,0,,0,0,0,,1209P,BX,,,BRUCKNER BLVD (E/B),1111,D,GY,2011
5100096652,DYN2174,NY,PAS,01/01/2018,7,SUBN,INFIN,0,,0,0,0,,1209P,QN,,,WB N CONDUIT AVE @ V,1111,D,GY,2010
5100096585,EMF4528,NC,PAS,01/01/2018,7,4S,HONDA,0,,0,0,0,,1202P,BX,,,BARTOW AVE (E/B) @ C,1111,D,,2011
5100096573,27NP15,MA,PAS,01/01/2018,7,SD,TOYOT,0,,0,0,0,,1202P,BK,,,EASTERN PKWY (W/B) @,1111,D,,2005
5100096561,XCEN62,NJ,PAS,01/01/2018,7,VAN,CHEVR,0,,0,0,0,,1201P,BK,,,CONEY ISLAND AVE (S/,1111,D,PWTR,2001
5100096550,FWF8983,NY,PAS,01/01/2018,7,SUBN,JEEP,0,,0,0,0,,1200P,QN,,,ASTORIA BLVD (E/B) @,1111,D,RD,2003
5100096536,T749159C,NY,OMT,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,1154A,QN,,,QUEENS BLVD (E/B) @,1111,D,BL,2017
5100096524,8CP2601,MD,PAS,01/01/2018,7,TK,HONDA,0,,0,0,0,,1154A,BK,,,OCEAN PKWY (N/B) @ A,1111,D,,2015
5100096512,8G65B,NY,OMT,01/01/2018,7,SUBN,FORD,0,,0,0,0,,1153A,BK,,,ATLANTIC AVE (W/B) @,1111,D,YW,2011
5100096470,S230GY,NY,PAS,01/01/2018,7,2DSD,BMW,0,,0,0,0,,1149A,BX,,,BRUCKNER BLVD (E/B),1111,D,GY,2012
5100096469,T667467C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1147A,QN,,,QUEENS BLVD (W/B) @,1111,D,BK,2015
5100096433,7N81A,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,1141A,MN,,,12TH AVE (S/B) @ 34T,1111,D,YW,2014
5100096391,BNW7144,NY,PAS,01/01/2018,7,SUBN,JEEP,0,,0,0,0,,1139A,MN,,,WEST ST (S/B) @ 14TH,1111,D,GY,2012
5100096380,FXC2795,NY,PAS,01/01/2018,7,SUBN,LEXUS,0,,0,0,0,,1136A,QN,,,HORACE HARDING EXPWY,1111,D,GY,2012
5100096366,T737249C,NY,OMT,01/01/2018,7,SUBN,NISSA,0,,0,0,0,,1136A,BK,,,EB ATLANTIC AVE @ RO,1111,D,GY,2014
5100096354,2P60H,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,1135A,MN,,,WEST ST (S/B) @ 14TH,1111,D,YW,2015
5100096342,DXY2987,NY,PAS,01/01/2018,7,4DSD,FORD,0,,0,0,0,,1134A,BK,,,CLASSON AVE (N/B) @,1111,D,BK,2010
5100096299,ELD3288,NC,PAS,01/01/2018,7,MP,KIA,0,,0,0,0,,1131A,QN,,,QUEENS BLVD (W/B) @,1111,D,,2017
5100096287,EMI98,NY,OMT,01/01/2018,7,SUBN,CHEVR,0,,0,0,0,,1131A,QN,,,23RD AVE (E/B) @ 94T,1111,D,BK,2014
5100096275,563221,NY,PAS,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,1130A,QN,,,EB GRAND CENTRAL PKW,1111,D,GY,2015
5100096263,T622678C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1129A,MN,,,WEST ST (S/B) @ 14TH,1111,D,GY,2016
5100096251,T760346C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1127A,BK,,,HAMILTON AVE (N/B) @,1111,D,BK,2018
5100096240,T726104C,NY,OMT,01/01/2018,7,4DSD,HYUND,0,,0,0,0,,1124A,BK,,,BEDFORD AVE (N/B) @,1111,D,BK,2017
5100096238,924XBH,CT,PAS,01/01/2018,7,4D,MAZDA,0,,0,0,0,,1124A,BK,,,CLASSON AVE (N/B) @,1111,D,WHI,2012
5100096214,437VB1,MA,PAS,01/01/2018,7,SD,NISSA,0,,0,0,0,,1119A,BK,,,HAMILTON AVE (N/B) @,1111,D,,2011
5100096202,T755275C,NY,OMT,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,1118A,QN,,,WOODHAVEN BLVD (N/B),1111,D,BK,2017
5100096184,T505373C,NY,OMT,01/01/2018,7,SUBN,LINCO,0,,0,0,0,,1112A,MN,,,5TH AVE (S/B) @ 40TH,1111,D,BK,2015
5100096159,90272,NY,MED,01/01/2018,7,4DSD,HYUND,0,,0,0,0,,1109A,BK,,,KINGS HWY (E/B) @ NO,1111,D,GY,2017
5100096147,CABECA,NH,PAS,01/01/2018,7,APUR,MAZDA,0,,0,0,0,,1107A,BX,,,BRUCKNER BLVD (E/B),1111,D,WHI,2017
5100096135,DDPD23,FL,PAS,01/01/2018,7,4D,HONDA,0,,0,0,0,,1107A,BK,,,HAMILTON AVE (N/B) @,1111,D,BLK,2017
5100096111,AFS6947,NY,PAS,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1104A,,,,BAY ST (S/B) @ HANNA,1111,D,GL,2004
5100096100,BBR5653,NY,PAS,01/01/2018,7,SUBN,HONDA,0,,0,0,0,,1103A,ST,,,SB RICHMOND RD @ NAR,1111,D,BL,2010
5100096093,ELN2928,NC,PAS,01/01/2018,7,4S,NISSA,0,,0,0,0,,1101A,BX,,,W FORDHAM RD (W/B) @,1111,D,,2007
5100096081,T672204C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,1057A,QN,,,BEACH CHANNEL DR (W/,1111,D,BK,2015
5100096070,FAC6049,NY,PAS,01/01/2018,7,SUBN,HONDA,0,,0,0,0,,1056A,BK,,,FLATBUSH AVE (N/B) @,1111,D,BK,2016
5100096068,DKM4861,NY,PAS,01/01/2018,7,4DSD,KIA,0,,0,0,0,,1055A,QN,,,WB N CONDUIT AVE @ V,1111,D,WH,2013
5100096056,T731455C,NY,OMT,01/01/2018,7,4DSD,HYUND,0,,0,0,0,,1052A,QN,,,HILLSIDE AVE (W/B) @,1111,D,WH,2016
5100096044,NYP5682,NY,PAS,01/01/2018,7,SUBN,SUBAR,0,,0,0,0,,1050A,QN,,,NORTHERN BLVD (W/B),1111,D,BL,2010
5100096007,ECH3621,NY,PAS,01/01/2018,7,4DSD,FORD,0,,0,0,0,,1047A,BK,,,MCDONALD AVE (N/B) @,1111,D,GY,2016
5100095994,5AVBD5,CT,PAS,01/01/2018,7,4D,ACURA,0,,0,0,0,,1046A,BX,,,E 135TH ST (W/B) @ A,1111,D,BLK,2012
5100095945,FTB3178,NY,PAS,01/01/2018,7,SUBN,BMW,0,,0,0,0,,1038A,BK,,,FLATBUSH AVE (N/B) @,1111,D,GY,2017
5100095933,1A23B,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,1036A,BK,,,FLATBUSH AVE (N/B) @,1111,D,YW,2014
5100095921,OGEORGE,NY,SRF,01/01/2018,7,4DSD,CADIL,0,,0,0,0,,1034A,BK,,,FLATBUSH AVE (N/B) @,1111,D,BK,2013
5100095910,BXW4183,NY,PAS,01/01/2018,7,SUBN,CHEVR,0,,0,0,0,,1031A,BK,,,CADMAN PLAZA (E/B) @,1111,D,GY,2004
5100095880,6CE4203,MD,PAS,01/01/2018,7,4S,FORD,0,,0,0,0,,1028A,MN,,,5TH AVE (S/B) @ 40TH,1111,D,,2014
5100095878,V41JAC,NJ,PAS,01/01/2018,7,4 DR,INFIN,0,,0,0,0,,1026A,BK,,,OCEAN PKWY (N/B) @ A,1111,D,BK,2017
5100095842,SSS36,NJ,PAS,01/01/2018,7,WAGO,LEXUS,0,,0,0,0,,1020A,BK,,,OCEAN PKWY (N/B) @ A,1111,D,BK,2016
5100095829,43HF956,AL,PAS,01/01/2018,7,4D,BUICK,0,,0,0,0,,1016A,BX,,,E 135TH ST (W/B) @ A,1111,D,WHI,2005
5100095787,EWY2177,NY,PAS,01/01/2018,7,4DSD,BMW,0,,0,0,0,,1008A,BX,,,E 135TH ST (W/B) @ A,1111,D,BK,2016
5100095775,T607873C,NY,OMT,01/01/2018,7,SUBN,ME/BE,0,,0,0,0,,1008A,BK,,,BEDFORD AVE (N/B) @,1111,D,BK,2017
5100095763,822M317,MD,PAS,01/01/2018,7,TK,FORD,0,,0,0,0,,1008A,BK,,,WB ATLANTIC AVE @ RO,1111,D,,0
5100095740,ONEMOMMY,NY,SRF,01/01/2018,7,SUBN,NISSA,0,,0,0,0,,1003A,BX,,,BRONXDALE AVE (W/B),1111,D,WH,2016
5100095738,D99HZH,NJ,PAS,01/01/2018,7,WAGO,CHRYS,0,,0,0,0,,1000A,QN,,,WOODHAVEN BLVD (N/B),1111,D,BL,2006
5100095726,EMZ5220,NY,PAS,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0959A,BK,,,FLATBUSH AVE (N/B) @,1111,D,WH,2015
5100095684,5P28A,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,0951A,BK,,,WILLIAMSBURG ST (S/B,1111,D,YW,2014
5100095660,V92ECK,NJ,PAS,01/01/2018,7,4 DR,HONDA,0,,0,0,0,,0949A,BX,,,GRAND CONCOURSE (S/B,1111,D,GY,2009
5100095659,T736521C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0949A,QN,,,HORACE HARDING EXPWY,1111,D,BK,2012
5100095635,T746761C,NY,OMT,01/01/2018,7,SUBN,INFIN,0,,0,0,0,,0947A,QN,,,NORTHERN BLVD (W/B),1111,D,BK,2016
5100095623,BKX3973,NY,PAS,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0946A,ST,,,RICHMOND RD (W/B) @,1111,D,GY,2011
5100095611,PMA5733,GA,PAS,01/01/2018,7,4S,TOYOT,0,,0,0,0,,0944A,QN,,,WB QUEENS BLVD @ 70T,1111,D,BLU,2016
5100095600,T95FSB,NJ,PAS,01/01/2018,7,4 DR,TOYOT,0,,0,0,0,,0941A,MN,,,12TH AVE (S/B) @ 34T,1111,D,BK,2015
5100095570,DRP5207,NY,PAS,01/01/2018,7,PICK,DODGE,0,,0,0,0,,0937A,QN,,,QUEENS BLVD (W/B) @,1111,D,RD,2011
5100095568,45416BB,NY,OMR,01/01/2018,7,VAN,FORD,0,,0,0,0,,0936A,BK,,,FLATBUSH AVE (N/B) @,1111,D,WH,2010
5100095556,VFU9204,VA,PAS,01/01/2018,7,CW,FORD,0,,0,0,0,,0936A,,,,BAY ST (S/B) @ HANNA,1111,D,SIL,2005
5100095453,5875TJ,MA,PAS,01/01/2018,7,HB,TOYOT,0,,0,0,0,,0923A,BK,,,FLATBUSH AVE (N/B) @,1111,D,,2014
5100095441,BMY1203,NY,PAS,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0922A,QN,,,WOODHAVEN BLVD (N/B),1111,D,RD,2016
5100095428,FJL5408,NY,PAS,01/01/2018,7,SUBN,FORD,0,,0,0,0,,0912A,BK,,,OCEAN PKWY (N/B) @ A,1111,D,BK,2009
5100095404,T736772C,NY,OMT,01/01/2018,7,SUBN,CHEVR,0,,0,0,0,,0910A,BX,,,E 135TH ST (W/B) @ A,1111,D,BK,2015
5100095386,FXN8054,NY,PAS,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,0908A,ST,,,SB RICHMOND RD @ NAR,1111,D,GY,2015
5100095350,AWT5082,NY,PAS,01/01/2018,7,SUBN,KIA,0,,0,0,0,,0902A,QN,,,WOODHAVEN BLVD (S/B),1111,D,BK,2014
5100095325,FFD7898,NY,PAS,01/01/2018,7,SUBN,CHEVR,0,,0,0,0,,0858A,QN,,,23RD AVE (E/B) @ 94T,1111,D,BK,2011
5100095313,3V31H,NY,OMT,01/01/2018,7,TAXI,NISSA,0,,0,0,0,,0856A,BK,,,OCEAN PKWY (N/B) @ A,1111,D,YW,2016
5100095295,38016BB,NY,OMR,01/01/2018,7,BUS,FORD,0,,0,0,0,,0851A,BK,,,EASTERN PKWY (W/B) @,1111,D,WH,2017
5100095283,DBZ3337,NY,PAS,01/01/2018,7,SUBN,LEXUS,0,,0,0,0,,0847A,QN,,,QUEENS BLVD (W/B) @,1111,D,GR,2007
5100095271,T635640C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0846A,QN,,,HORACE HARDING EXPWY,1111,D,BK,2015
1435249902,T667633C,NY,OMT,01/01/2018,46,SDN,TOYOT,20180331,62,62,62,956395,62,0053A,K,F,6416,24 AVE,408,F1,,0
1434889075,7115277,99,999,01/01/2018,46,SUBN,CADIL,0,121,121,121,925790,121,0940P,R,F,40,LUNDI CT,408,J6,WH,0
1434889051,A34JJS,NJ,PAS,01/01/2018,46,SUBN,AUDI,0,121,121,121,925790,121,0926P,R,F,51,VILLANOVA ST,408,F1,WH,0
1434511868,159YXB,CT,PAS,01/01/2018,17,SUBN,SUBAR,0,71,71,976,100322,976,1019A,K,F,581,CLARKSON AVE,408,C4,GREEN,0
1433924419,45442BB,NY,999,01/01/2018,19,,FORD,20180228,63,63,63,943157,63,0525P,K,,2475,FLATBUSH AVE,408,E5,BL,2011
1433924134,1DC8894,ME,PAS,01/01/2018,50,SUBN,HONDA,20180221,63,63,63,958192,63,0630P,K,F,595,E 57 ST,408,F2,GRY,2010
1436480899,T707632C,NY,PAS,01/01/2018,98,SUBN,TOYOT,20180531,34,34,34,963745,34,0905A,,F,4311,BROADWAY,408,F2,BLK,2016
1436480887,CWF2374,NY,PAS,01/01/2018,98,SUBN,ACURA,20180630,34,34,34,963745,34,0855A,NY,F,4311,BROADWAY,408,F1,BLK,2017
1435321911,ETP9584,NY,PAS,01/01/2018,14,SUBN,FORD,20180424,76,76,76,958226,76,1050P,K,,,S/E/C COLUMBIA,408,C,RED,2002
1428080909,23964TT,NY,COM,01/01/2018,40,TOW,CHEVR,20190731,104,104,104,960239,104,0930P,Q,F,79-50,78 AVE,408,D,BLK,2016
1428058886,YJS182,IN,PAS,01/01/2018,98,SUBN,GMC,20180828,104,104,104,963668,104,0934A,Q,F,52-19,69 ST,408,F2,RED,0
1425849477,BLANKPLATE,99,999,01/01/2018,40,SUBN,JEEP,0,41,41,41,963616,41,0220P,BX,F,725,SOUTHERN BLVD,408,E2,BLACK,0
1425849143,T19309,MA,PAS,01/01/2018,41,P-U,,20171231,41,41,41,956535,41,0237P,BX,O,1235,REV JAMES POLITE AVE,408,E2,BLACK,2003
1425821273,FSB9879,NY,PAS,01/01/2018,51,SUBN,JEEP,20180918,110,110,5,160549,5,0123P,Q,O,,FLUSHING MEAODW,408,D,BLACK,2018
1421823263,EVB6095,NY,PAS,01/01/2018,98,SUBN,INFIN,20191031,77,77,77,945125,77,0139P,K,F,1126,PROSPECT PL,408,F2,GRY,2010
1428000288,8018WD,ME,PAS,01/01/2018,40,SDN,VOLVO,20180731,90,90,90,963631,90,0355P,K,F,53,REN EYCK STREET,408,C,BLUE,0
1427999831,ACO4950,CT,PAS,01/01/2018,14,SDN,SUBAR,0,90,90,90,953067,90,1212P,K,F,,C/O GRAFTON,408,F7,WH,0
1425762980,FWF4496,NY,PAS,01/01/2018,14,SUBN,CHEVR,20180208,115,115,115,954632,115,0147P,Q,F,93-14,DITMARS BLVD,408,F2,BK,2015
1425760880,FDN2737,NY,PAS,01/01/2018,98,SUBN,TOYOT,20181031,115,115,115,956930,115,0848A,NY,F,27-47,BUTLER ST,408,F2,GY,2005
1425748806,7741466,TX,PAS,01/01/2018,98,SDN,BMW,20180105,115,115,115,962256,115,1230A,,F,108-14,37 DRIVE,408,F2,WHITE,0
1425748170,BRAGARDI,NY,PAS,01/01/2018,98,SUBN,CHEVR,20190630,115,115,115,960635,115,0358A,Q,F,94-22,JACKSON MILL RD,408,F2,GY,2015
1425746263,FHN2118,NY,PAS,01/01/2018,98,SUBN,TOYOT,20181220,115,115,115,952449,115,0358P,Q,F,106 07,29 AVE,408,F2,GY,2011
1425726835,34913MB,NY,COM,01/01/2018,78,VAN,GMC,20190914,111,111,111,938022,111,1105P,Q,F,47-70,195 ST,408,F2,WHITE,2014
1427974329,DRH9735,MI,PAS,01/01/2018,46,SDN,NISSA,20180404,77,77,77,960068,77,0101A,K,F,1316,ST JOHNS PL,408,C3,GREY,2017
1427972552,8DC8432,MA,PAS,01/01/2018,14,SDN,BMW,0,77,77,77,953759,77,0120P,K,F,1116,ST JOHNS PL,408,F2,BLK,0
1427969371,BMU4748,NY,PAS,01/01/2018,14,SUBN,JEEP,20180812,88,88,88,940681,88,1247P,K,O,369,DEKALB AV,408,F1,BLUE,1999
1427969061,B447ZK,NJ,PAS,01/01/2018,14,SDN,ME/BE,0,88,88,88,941260,88,1245P,K,O,369,DEKALB AVE,408,C,GY,0
1427969050,4304BBB,VA,PAS,01/01/2018,14,SUBN,CHRYS,20170230,88,88,88,941260,88,1240P,K,O,369,DEKALB AVE,408,F2,GRAY,0
1427967350,037992R,NJ,PAS,01/01/2018,98,SDN,HYUND,20180102,88,88,88,961153,88,0915A,K,F,43,QUINCY ST,408,K6,GRAY,0
1420901084,1658TP,FL,PAS,01/01/2018,46,SDN,NISSA,20180631,63,63,63,962929,63,0513P,K,F,1214,E 49 ST,408,E2,BLK,0
